empid,firstname,lastname,startdate,exitdate,title,supervisor,ademail,businessunit,employeeclassificationtype,terminationdescription,division,dob,state,jobfunctiondescription,gendercode,locationcode,racedesc,maritaldesc,current_employee_rating,department_type_id,performance_id,termination_type_id,employee_status_id,employee_type_id,payzone_name_id,age,department_id,department_name,employee_status_type,employee_type,payzone_id,payzone_name,performance_score,termination_type,age_range,performance_score_decoded,tenure,tenure_in_years
2231,Kylie,Ellis,2020-12-26,2025-10-06,IT Manager - Infra,Joshua Maxwell,kylie.ellis@bilearner.com,WBL,Part-Time,,General - Con,1990-04-24,CT,Laborer,Female,54795,Other,Single,2,16,2,1,3,3,2,35,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,1745,4.780821917808219
2233,Sheldon,Castillo,2019-09-27,2025-10-06,IT Support,Wendy Khan,sheldon.castillo@bilearner.com,MSC,Full-Time,,Splicing,1977-04-22,MA,Lineman,Female,93777,Asian,Single,1,16,2,1,3,2,1,48,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Unk,40s-50s,2,2201,6.03013698630137
2234,Ariel,Barnes,2021-02-20,2022-01-09,IT Support,William Phillips,ariel.barnes@bilearner.com,EW,Full-Time,Particularly put occur. Approach often be.,Wireline Construction,1975-02-26,MA,Laborer,Female,87474,Black,Married,2,16,2,4,3,1,3,50,16,IT/IS,Active,Part-Time,3,Zone C,Fully Meets,Resignation,50s-60s,2,323,0.8849315068493151
2237,Lyla,Wong,2022-01-10,2023-01-04,IT Manager - Support,John Thomas,lyla.wong@bilearner.com,WBL,Temporary,Run vote behind factor father.,Underground,1975-04-22,CT,Laborer,Female,25760,Other,Single,2,16,2,4,3,3,1,50,16,IT/IS,Active,Full-Time,1,Zone B,Fully Meets,Resignation,50s-60s,2,359,0.9835616438356164
2238,Shyanne,Livingston,2021-03-04,2021-12-06,IT Manager - Infra,April Burns,shyanne.livingston@bilearner.com,TNS,Temporary,Office little different tax down top.,Project Management - Con,1972-01-17,CT,Purchasing,Male,55252,Hispanic,Widowed,2,16,2,4,3,1,1,53,16,IT/IS,Active,Part-Time,1,Zone B,Fully Meets,Resignation,50s-60s,2,277,0.7589041095890411
2240,Pedro,Nelson,2018-12-05,2025-10-06,IT Support,Erika Green,pedro.nelson@bilearner.com,SVG,Part-Time,,Finance & Accounting,1997-11-28,MA,Accounting,Female,91567,Hispanic,Married,2,16,2,1,3,1,1,27,16,IT/IS,Active,Part-Time,1,Zone B,Fully Meets,Unk,25s-30s,2,2497,6.841095890410959
2241,Carlo,Carr,2021-06-24,2025-10-06,IT Support,David Velasquez,carlo.carr@bilearner.com,EW,Part-Time,,Technology / It,1981-06-01,MA,Engineer,Female,5139,Hispanic,Married,2,16,2,1,3,1,3,44,16,IT/IS,Active,Part-Time,3,Zone C,Fully Meets,Unk,40s-50s,2,1565,4.287671232876712
2242,Aileen,Pacheco,2022-05-10,2022-07-16,IT Support,Alicia Farrell,aileen.pacheco@bilearner.com,MSC,Temporary,Performance paper teacher tree student.,Field Operations,1994-03-29,MA,Runner,Female,48114,Hispanic,Married,4,16,2,4,3,3,3,31,16,IT/IS,Active,Full-Time,3,Zone C,Fully Meets,Resignation,30s-40s,2,67,0.18356164383561643
2246,Britney,Logan,2020-10-14,2022-04-10,IT Manager - DB,Paul Robertson,britney.logan@bilearner.com,NEL,Part-Time,Expect kitchen even anyone. Without agent she.,Field Operations,1973-11-22,MA,Technician,Male,7728,White,Divorced,4,16,2,4,3,2,1,51,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Resignation,50s-60s,2,543,1.4876712328767123
2247,Alessandra,Novak,2018-09-10,2023-06-08,IT Support,William Murray,alessandra.novak@bilearner.com,SVG,Temporary,Three sell often star.,Fielders,1983-04-10,MA,Engineer,Female,70092,Hispanic,Widowed,2,16,2,4,3,1,1,42,16,IT/IS,Active,Part-Time,1,Zone B,Fully Meets,Resignation,40s-50s,2,1732,4.745205479452054
2248,Ariel,Powers,2022-12-16,2023-05-28,IT Support,Corey Fletcher,ariel.powers@bilearner.com,EW,Temporary,Adult wind join time memory customer.,Field Operations,1999-12-17,MA,Laborer,Female,71142,Hispanic,Widowed,2,16,2,2,3,1,1,25,16,IT/IS,Active,Part-Time,1,Zone B,Fully Meets,Retirement,25s-30s,2,163,0.4465753424657534
2249,Jewel,Bryant,2018-09-28,2019-01-26,IT Support,James Rhodes,jewel.bryant@bilearner.com,MSC,Part-Time,Only movie ability wait according.,Field Operations,1994-11-07,MA,Laborer,Female,2760,Black,Divorced,4,16,2,5,3,2,3,30,16,IT/IS,Active,Contract,3,Zone C,Fully Meets,Voluntary,30s-40s,2,120,0.3287671232876712
2251,Carla,Willis,2022-01-12,2025-10-06,IT Manager - Support,Bradley Gray,carla.willis@bilearner.com,PYZ,Temporary,,Project Management - Con,1978-10-03,MA,Program Manager,Female,81938,Hispanic,Divorced,2,16,2,1,3,1,1,46,16,IT/IS,Active,Part-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,1363,3.734246575342466
2524,Serena,Barajas,2023-06-24,2025-10-06,Director of Sales,Sheila Estrada,serena.barajas@bilearner.com,CCDR,Part-Time,,Finance & Accounting,1969-03-17,MA,Manager,Male,88225,Black,Married,1,16,2,1,3,2,2,56,16,IT/IS,Active,Contract,2,Zone A,Fully Meets,Unk,50s-60s,2,835,2.287671232876712
2528,Rigoberto,Allen,2023-03-20,2023-05-06,BI Developer,Melvin Mitchell,rigoberto.allen@bilearner.com,PYZ,Part-Time,Southern alone father state.,Project Management - Con,1985-06-09,MA,Coordinator,Male,78254,White,Married,1,16,2,2,3,1,3,40,16,IT/IS,Active,Part-Time,3,Zone C,Fully Meets,Retirement,40s-50s,2,47,0.12876712328767123
2532,Demetrius,Cooley,2020-07-18,2025-10-06,IT Manager - DB,Lisa Holloway DDS,demetrius.cooley@bilearner.com,NEL,Part-Time,,General - Con,1972-09-04,MA,Technician,Male,85461,Other,Widowed,4,16,2,1,3,2,2,53,16,IT/IS,Active,Contract,2,Zone A,Fully Meets,Unk,50s-60s,2,1906,5.221917808219178
2533,Chandler,Reynolds,2021-05-05,2025-10-06,IT Manager - DB,Lauren Baker,chandler.reynolds@bilearner.com,PL,Temporary,,Field Operations,1966-06-13,MA,Technician,Male,53235,White,Divorced,1,16,2,1,3,3,2,59,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,1615,4.424657534246576
2538,Isaias,Pineda,2019-09-14,2025-10-06,BI Developer,Ebony Shepard,isaias.pineda@bilearner.com,BPC,Part-Time,,Wireline Construction,1986-02-19,MA,Groundman,Female,95322,Hispanic,Single,5,16,2,1,3,3,3,39,16,IT/IS,Active,Full-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,2214,6.065753424657534
2546,Deven,Huff,2022-11-08,2025-10-06,IT Director,Martin Obrien,deven.huff@bilearner.com,PL,Part-Time,,Finance & Accounting,1990-02-14,MA,Clerk,Male,26419,Other,Married,4,16,2,1,3,1,2,35,16,IT/IS,Active,Part-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,1063,2.9123287671232876
2553,Ralph,Barrera,2022-08-19,2023-01-18,IT Manager - DB,William Brown,ralph.barrera@bilearner.com,NEL,Part-Time,Wife send office ball yourself it lot.,Aerial,1973-10-09,MA,Laborer,Male,87974,Other,Divorced,2,16,2,4,3,2,1,51,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Resignation,50s-60s,2,152,0.41643835616438357
2201,Cayden,Bartlett,2020-07-01,2025-10-06,Production Technician I,Linda Mills,cayden.bartlett@bilearner.com,PYZ,Part-Time,,Project Management - Con,1990-06-27,MA,Technician,Male,37225,Other,Married,2,13,4,1,3,2,3,35,13,Production       ,Active,Contract,3,Zone C,Exceeds,Unk,30s-40s,3,1923,5.2684931506849315
2202,Desiree,Walker,2020-11-18,2025-10-06,Production Technician I,Sandra Hawkins,desiree.walker@bilearner.com,WBL,Part-Time,,Project Management - Con,1969-01-01,MA,Project Manager,Female,92017,Asian,Married,4,13,4,1,3,2,2,56,13,Production       ,Active,Contract,2,Zone A,Exceeds,Unk,50s-60s,3,1783,4.884931506849315
2554,Shania,Caldwell,2022-07-18,2023-05-09,IT Manager - DB,Dylan Brown,shania.caldwell@bilearner.com,PL,Full-Time,Do month risk college detail.,General - Eng,1991-10-03,MA,Engineer,Male,2505,Hispanic,Widowed,1,16,2,5,3,1,2,33,16,IT/IS,Active,Part-Time,2,Zone A,Fully Meets,Voluntary,30s-40s,2,295,0.8082191780821918
2560,Nathan,Schmitt,2021-06-30,2021-07-28,IT Manager - Infra,Sarah Campbell,nathan.schmitt@bilearner.com,WBL,Part-Time,According maintain president start upon evening.,Field Operations,1977-01-05,MA,Vp,Male,43352,Black,Widowed,4,16,2,5,3,1,2,48,16,IT/IS,Active,Part-Time,2,Zone A,Fully Meets,Voluntary,40s-50s,2,28,0.07671232876712329
2562,Angelique,Cochran,2021-04-12,2023-03-06,IT Manager - DB,Benjamin Mcdonald,angelique.cochran@bilearner.com,PL,Full-Time,Suffer arm security about control with.,Field Operations,1967-11-18,MA,Technician,Male,83544,Other,Married,4,16,2,2,3,2,1,57,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Retirement,50s-60s,2,693,1.8986301369863015
2565,Adison,Huerta,2020-01-22,2025-10-06,BI Developer,Jeffrey Duran,adison.huerta@bilearner.com,PL,Temporary,,Field Operations,1985-11-14,MA,Technician,Female,93447,White,Married,2,16,2,1,3,2,3,39,16,IT/IS,Active,Contract,3,Zone C,Fully Meets,Unk,30s-40s,2,2084,5.7095890410958905
2568,Eden,Choi,2019-03-12,2025-10-06,IT Manager - DB,Mr. David Booth,eden.choi@bilearner.com,EW,Full-Time,,Aerial,1990-04-27,MA,Lineman,Male,40294,Asian,Widowed,4,16,2,1,3,3,3,35,16,IT/IS,Active,Full-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,2400,6.575342465753424
2569,Emerson,Grimes,2021-10-07,2021-12-31,IT Manager - DB,Mrs. Debra Flynn,emerson.grimes@bilearner.com,MSC,Temporary,Anything human medical offer dinner hard by.,General - Con,1995-03-28,MA,Laborer,Male,53854,Black,Single,2,16,2,2,3,3,3,30,16,IT/IS,Active,Full-Time,3,Zone C,Fully Meets,Retirement,30s-40s,2,85,0.2328767123287671
2570,Ayden,Wu,2019-06-16,2023-05-21,IT Director,Tamara Adkins,ayden.wu@bilearner.com,NEL,Full-Time,War model build important determine.,Field Operations,1991-11-18,MA,Laborer,Male,60717,Black,Single,4,16,2,5,3,2,2,33,16,IT/IS,Active,Contract,2,Zone A,Fully Meets,Voluntary,30s-40s,2,1435,3.9315068493150687
2571,Hayley,Keller,2021-03-17,2022-09-08,BI Director,Megan Hart,hayley.keller@bilearner.com,SVG,Full-Time,Maintain which memory born.,Field Operations,1989-02-11,MA,Technician,Female,30960,Asian,Divorced,2,16,2,2,3,1,2,36,16,IT/IS,Active,Part-Time,2,Zone A,Fully Meets,Retirement,30s-40s,2,540,1.4794520547945205
2572,Alannah,Rivas,2022-08-07,2023-04-26,BI Developer,Stacy Lopez,alannah.rivas@bilearner.com,PYZ,Temporary,Lawyer suggest cultural blue yes camera daughter.,Engineers,1994-05-20,MA,Technician,Male,81338,Asian,Widowed,4,16,2,4,3,2,2,31,16,IT/IS,Active,Contract,2,Zone A,Fully Meets,Resignation,30s-40s,2,262,0.7178082191780822
2352,Anahi,Frye,2020-10-16,2020-11-15,Data Analyst,Renee Ritter,anahi.frye@bilearner.com,MSC,Temporary,Practice miss lead message measure.,General - Con,1993-12-31,MA,Lineman,Male,19689,White,Widowed,2,13,2,2,3,3,1,31,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Retirement,30s-40s,2,30,0.0821917808219178
2358,Summer,Huang,2020-05-14,2022-11-29,Production Manager,Christy Wagner,summer.huang@bilearner.com,PYZ,Temporary,A especially friend.,Executive,1993-03-20,MA,Executive Assistant,Male,14776,Black,Married,4,13,2,3,3,1,1,32,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Involuntary,30s-40s,2,929,2.5452054794520547
2359,Jaylyn,Contreras,2020-12-13,2023-02-12,Production Manager,Andrew Wright,jaylyn.contreras@bilearner.com,SVG,Part-Time,Suddenly part eye bag.,Engineers,1996-07-01,MA,Project Manager,Female,87985,Other,Married,2,13,2,2,3,3,1,29,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Retirement,25s-30s,2,791,2.1671232876712327
2362,Nola,Bullock,2020-10-30,2022-07-28,Production Manager,Debra Green,nola.bullock@bilearner.com,BPC,Part-Time,Building source bill true education form include.,Field Operations,1974-05-06,MA,Construction Manager,Female,97050,Asian,Married,2,13,2,3,3,3,3,51,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Involuntary,50s-60s,2,636,1.7424657534246575
2363,Kaleigh,Keller,2021-02-08,2022-09-25,Production Manager,Frances Olsen,kaleigh.keller@bilearner.com,CCDR,Temporary,Least if civil partner court number song.,Wireline Construction,1983-02-17,MA,Foreman,Female,14808,Hispanic,Widowed,2,13,2,2,3,3,3,42,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Retirement,40s-50s,2,594,1.6273972602739726
2394,Harold,David,2022-04-25,2023-06-23,Production Manager,Patty Boyd,harold.david@bilearner.com,PL,Full-Time,Else condition director woman unit.,Field Operations,1980-09-17,MA,Laborer,Male,57850,White,Single,2,13,2,3,3,3,3,44,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Involuntary,40s-50s,2,424,1.1616438356164382
2469,Uriah,Pennington,2021-11-27,2023-06-22,Production Manager,Heather Liu,uriah.pennington@bilearner.com,TNS,Part-Time,Clearly really poor story health air particular.,Field Operations,2001-02-04,MA,Supervisor,Male,74482,Hispanic,Divorced,4,13,2,3,3,1,3,24,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Involuntary,20s-25s,2,572,1.5671232876712329
2470,Cesar,Hunter,2021-02-09,2025-10-06,Production Manager,Dustin Carroll,cesar.hunter@bilearner.com,BPC,Temporary,,General - Con,1988-10-24,MA,Laborer,Male,71766,Asian,Single,5,13,2,1,3,3,3,36,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,1700,4.657534246575342
3994,Taylor,Dennis,2022-09-22,2025-10-06,Data Analyst,Latoya Lam,taylor.dennis@bilearner.com,PL,Full-Time,,Field Operations,1987-02-08,MA,Top Hand,Female,53464,Asian,Single,3,16,2,1,3,3,2,38,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,1110,3.041095890410959
3996,Leonel,Combs,2021-09-01,2025-10-06,Database Administrator,Summer Carter,leonel.combs@bilearner.com,MSC,Full-Time,,Catv,1999-11-29,MA,Laborer,Female,82286,White,Widowed,3,16,2,1,3,1,3,25,16,IT/IS,Active,Part-Time,3,Zone C,Fully Meets,Unk,25s-30s,2,1496,4.098630136986301
1328,Skyler,Robles,2020-02-29,2021-09-23,Sr. Network Engineer,Robert Sawyer,skyler.robles@bilearner.com,NEL,Full-Time,Draw interest over. Vote late marriage kind.,Executive,1975-12-24,MA,Vp,Male,66733,Asian,Single,3,16,2,5,3,1,3,49,16,IT/IS,Active,Part-Time,3,Zone C,Fully Meets,Voluntary,40s-50s,2,572,1.5671232876712329
1333,Cloe,Mcgrath,2022-03-14,2025-10-06,Sr. Network Engineer,Tracey Clark,cloe.mcgrath@bilearner.com,WBL,Part-Time,,Field Operations,1978-04-15,MA,Laborer,Male,74486,Black,Divorced,3,16,2,1,3,1,2,47,16,IT/IS,Active,Part-Time,2,Zone A,Fully Meets,Unk,40s-50s,2,1302,3.5671232876712327
1339,Kadence,Gentry,2021-04-01,2022-08-14,Sr. Network Engineer,Michael Norton,kadence.gentry@bilearner.com,CCDR,Temporary,Though upon remember later.,Wireline Construction,1981-11-19,MA,Foreman,Male,47635,Hispanic,Widowed,3,16,2,2,3,2,1,43,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Retirement,40s-50s,2,500,1.36986301369863
2338,Ivan,Hull,2018-10-10,2022-05-02,Production Manager,Robert Sullivan,ivan.hull@bilearner.com,EW,Temporary,Body move possible play. Relate husband Mrs.,Project Management - Con,1971-08-06,MA,Supervisor,Female,6536,Other,Married,4,13,2,3,3,1,3,54,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Involuntary,50s-60s,2,1300,3.5616438356164384
2472,Ariel,May,2023-07-28,2025-10-06,Production Manager,Gary Davis,ariel.may@bilearner.com,EW,Temporary,,Aerial,1975-10-26,MA,Foreman,Female,71843,Asian,Married,2,13,2,1,3,3,1,49,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,801,2.1945205479452055
2386,Uriel,Brennan,2018-12-14,2025-10-06,Production Manager,Tyler Christian,uriel.brennan@bilearner.com,CCDR,Part-Time,,Finance & Accounting,1975-12-25,MA,Administrative,Female,87401,Black,Widowed,1,13,2,1,3,1,1,49,13,Production       ,Active,Part-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,2488,6.816438356164384
2387,Gretchen,Richards,2022-06-27,2023-01-05,President & CEO,Brandi Lambert,gretchen.richards@bilearner.com,SVG,Temporary,Somebody air turn. Dark civil any serious.,Safety,1994-05-28,MA,Safety,Male,40201,Hispanic,Widowed,1,13,2,4,3,2,3,31,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Resignation,30s-40s,2,192,0.5260273972602739
2389,Keshawn,Singh,2019-11-03,2021-06-22,Data Analyst,Michelle Scott,keshawn.singh@bilearner.com,EW,Part-Time,Be there wide. Treatment blue learn choice.,General - Eng,1976-05-22,MA,Administrative,Male,35338,White,Widowed,2,13,2,4,3,2,3,49,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Resignation,40s-50s,2,597,1.6356164383561644
2393,Rhett,Holmes,2018-12-05,2021-09-15,Production Manager,Michael Morse,rhett.holmes@bilearner.com,NEL,Part-Time,Line believe write might anything yet.,Engineers,1993-09-04,MA,Engineer,Female,79531,Other,Widowed,5,13,2,3,3,3,3,32,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Involuntary,30s-40s,2,1015,2.780821917808219
1003,Keyla,Del Bosque,2023-03-08,2023-03-15,Software Engineer,Christina Copeland,keyla.del bosque@bilearner.com,WBL,Part-Time,Some make teach quite range seem conference.,Field Operations,1973-11-23,MA,Foreman,Female,2176,White,Married,3,17,2,5,3,2,2,51,17,Software Engineering,Active,Contract,2,Zone A,Fully Meets,Voluntary,50s-60s,2,7,0.019178082191780823
1005,Luke,Patronick,2022-09-16,2025-10-06,Software Engineer,Mr. Jesus Richards,luke.patronick@bilearner.com,SVG,Temporary,,Field Operations,1970-07-28,MA,Project Manager,Male,1844,Black,Divorced,3,17,2,1,3,3,1,55,17,Software Engineering,Active,Full-Time,1,Zone B,Fully Meets,Unk,50s-60s,2,1116,3.0575342465753423
2412,Frankie,Yang,2022-01-30,2023-03-22,Production Manager,James Spears,frankie.yang@bilearner.com,PL,Part-Time,Current voice question house.,Engineers,1994-10-13,MA,Engineer,Male,63971,White,Widowed,2,13,2,5,3,3,1,30,13,Production       ,Active,Full-Time,1,Zone B,Fully Meets,Voluntary,30s-40s,2,416,1.1397260273972603
2416,Leland,Chang,2022-06-06,2025-10-06,Production Manager,Tiffany Taylor,leland.chang@bilearner.com,WBL,Full-Time,,General - Con,1994-06-08,MA,Laborer,Male,91822,Asian,Single,2,13,2,1,3,2,3,31,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Unk,30s-40s,2,1218,3.336986301369863
2417,Hayley,Webb,2021-02-27,2023-07-30,Production Manager,Anna Love,hayley.webb@bilearner.com,BPC,Full-Time,Me local somebody method away choose hit truth.,Engineers,1986-11-10,MA,Program Manager,Male,37752,White,Single,4,13,2,2,3,2,3,38,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Retirement,30s-40s,2,883,2.419178082191781
2419,Kaylyn,Joyce,2020-04-01,2025-10-06,Production Manager,Joshua Benton,kaylyn.joyce@bilearner.com,EW,Temporary,,Wireline Construction,2000-08-16,MA,Driver,Female,94808,White,Married,2,13,2,1,3,1,2,25,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Unk,25s-30s,2,2014,5.517808219178082
2421,Brycen,York,2021-11-20,2025-10-06,Production Manager,Kayla Allen,brycen.york@bilearner.com,NEL,Part-Time,,Engineers,1986-09-03,MA,Engineer,Female,70680,Asian,Married,2,13,2,1,3,3,3,39,13,Production       ,Active,Full-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,1416,3.8794520547945206
2423,Yael,Garcia,2018-10-10,2025-10-06,President & CEO,Tina Lopez,yael.garcia@bilearner.com,PYZ,Full-Time,,General - Con,1977-11-10,MA,Laborer,Male,93897,Asian,Divorced,1,13,2,1,3,2,2,47,13,Production       ,Active,Contract,2,Zone A,Fully Meets,Unk,40s-50s,2,2553,6.994520547945205
2473,Anastasia,Hardy,2021-03-27,2022-06-23,Production Manager,Alexa Powell,anastasia.hardy@bilearner.com,MSC,Full-Time,Ability project political animal.,Corp Operations,1982-07-15,MA,Administrative,Male,55005,Hispanic,Single,4,13,2,3,3,2,1,43,13,Production       ,Active,Contract,1,Zone B,Fully Meets,Involuntary,40s-50s,2,453,1.2410958904109588
2425,Alexzander,Guzman,2022-06-19,2023-05-20,Director of Operations,David Patel,alexzander.guzman@bilearner.com,MSC,Full-Time,And even room after establish. Me single stage.,Wireline Construction,1982-06-15,MA,Driver,Male,61895,Asian,Divorced,2,13,2,4,3,2,3,43,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Resignation,40s-50s,2,335,0.9178082191780822
1008,Judith,Carabbio,2019-08-28,2020-05-04,Software Engineer,Jessica Rhodes,judith.carabbio@bilearner.com,BPC,Temporary,Instead story skill financial who.,General - Con,1981-12-21,MA,Foreman,Female,2132,Hispanic,Married,3,17,2,5,3,2,1,43,17,Software Engineering,Active,Contract,1,Zone B,Fully Meets,Voluntary,40s-50s,2,250,0.684931506849315
1009,Adell,Saada,2019-06-13,2023-01-12,Software Engineer,Steven Tran,adell.saada@bilearner.com,NEL,Temporary,Exactly vote including easy.,General - Con,1987-03-01,MA,Model Assistant,Female,2132,Other,Single,3,17,2,2,3,1,3,38,17,Software Engineering,Active,Part-Time,3,Zone C,Fully Meets,Retirement,30s-40s,2,1309,3.5863013698630137
1013,Jasmin,Shah,2020-05-13,2025-10-06,Software Engineer,Christy Craig,jasmin.shah@bilearner.com,PYZ,Full-Time,,Engineers,1974-11-19,MA,Engineer,Male,36398,Asian,Single,3,17,2,1,3,1,1,50,17,Software Engineering,Active,Part-Time,1,Zone B,Fully Meets,Unk,50s-60s,2,1972,5.402739726027397
1023,Nickolas,Davila,2018-11-09,2021-10-10,Shared Services Manager,Debra Morales,nickolas.davila@bilearner.com,WBL,Part-Time,Each wish foot person morning per significant.,General - Con,1992-04-05,MA,Clerk,Male,64122,Hispanic,Divorced,3,17,2,5,3,2,3,33,17,Software Engineering,Active,Contract,3,Zone C,Fully Meets,Voluntary,30s-40s,2,1066,2.9205479452054797
1024,Kasey,Boyer,2018-12-30,2021-06-23,Shared Services Manager,Chad Andrews,kasey.boyer@bilearner.com,NEL,Part-Time,Free may every real agency as blue maintain.,Fielders,1987-03-30,MA,Coordinator,Female,91332,Other,Divorced,3,17,2,3,3,2,2,38,17,Software Engineering,Active,Contract,2,Zone A,Fully Meets,Involuntary,30s-40s,2,906,2.4821917808219176
1029,Brittany,Hurley,2020-04-28,2025-10-06,Software Engineer,Jeffrey Johnston,brittany.hurley@bilearner.com,SVG,Part-Time,,Field Operations,1979-06-01,MA,Specialist,Female,97697,Asian,Divorced,3,17,2,1,3,1,1,46,17,Software Engineering,Active,Part-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,1987,5.443835616438356
2429,Vincent,Ramsey,2019-04-19,2020-07-02,Production Manager,Kristy Taylor,vincent.ramsey@bilearner.com,BPC,Temporary,Condition control raise.,Field Operations,1999-05-01,MA,Laborer,Male,68494,Black,Widowed,4,13,2,3,3,1,3,26,13,Production       ,Active,Part-Time,3,Zone C,Fully Meets,Involuntary,25s-30s,2,440,1.2054794520547945
2433,Darryl,Wiley,2020-04-22,2022-08-03,Production Manager,Edwin Freeman,darryl.wiley@bilearner.com,MSC,Temporary,Game play arm argue blood try here.,Engineers,1976-08-30,MA,Project Manager,Male,28492,White,Widowed,1,13,2,2,3,2,3,49,13,Production       ,Active,Contract,3,Zone C,Fully Meets,Retirement,40s-50s,2,833,2.282191780821918
2434,Liam,Blevins,2023-01-14,2023-05-07,Production Manager,Melissa Rice,liam.blevins@bilearner.com,TNS,Full-Time,Dog dark piece where ask low away.,General - Con,1991-09-22,MA,Foreman,Male,34702,Asian,Single,5,13,2,3,3,1,2,33,13,Production       ,Active,Part-Time,2,Zone A,Fully Meets,Involuntary,30s-40s,2,113,0.3095890410958904
